91,18,14,1165,0,0.54,62.2,70.1,0,1.16,0.62,77.2,0.62,0
92,17,17,1477,1,0.67,50.9,63.8,0,0.98,6.95,76.2,0.18,0
93,10,0,121,0,3.08,41.5,54.6,0,1.54,0,83.8,0,0
94,22,20,1687,6,1.18,30.4,39.8,0.11,0.64,0.86,52.4,0.05,0
95,20,20,1756,1,0.77,57.3,68,0.05,1.44,2,81.9,0.26,0
96,23,15,1250,4,1.94,20.6,27.4,0.14,0.58,0.72,38,0.22,0
97,18,17,1416,2,1.02,44.8,53.5,0.13,1.15,2.1,63.3,0.32,0
98,19,18,1597,0,0.62,36.1,54.5,0.28,0.73,1.81,62.3,0.11,0
99,8,7,510,0,0.53,22.8,38.8,0,1.05,1.4,47.9,0.35,0.18
100,17,7,783,3,1.95,28.9,39.5,0,0.57,1.03,52.9,0.11,0
101,2,0,52,1,1.67,21.7,30,0,0,0,38.3,0,0
102,20,20,1794,1,0.75,49.7,62.4,0,1.36,3.57,74.1,0.15,0
103,11,3,311,0,0,52.6,58.9,0,0.86,3.14,70,0.29,0
104,21,11,1051,2,2.05,9.06,17.4,0.17,0.26,0.34,29,0.09,0
105,12,11,908,3,3.27,31.6,40.9,0,0.4,0.3,52.6,0.3,0
106,4,1,172,0,0,48.4,58.4,0,0,3.16,68.9,0,0
107,15,8,788,2,1.48,16.7,28.7,0.68,0.34,0.34,42.6,0,0
108,3,3,210,1,1.3,13,17.4,0,1.3,1.3,30.4,0.43,0
109,9,6,402,1,1.33,51.1,64.7,0.22,1.33,0.44,79.1,0.44,0
110,6,0,85,0,3.33,44.4,58.9,0,1.11,0,70,0,0
111,15,9,795,0,0.57,38.5,53.2,0,1.14,1.82,63,0.11,0
112,7,7,587,0,0.92,34.5,41.5,0.15,1.08,1.54,50,0.31,0.15
113,10,4,493,1,0.91,45.1,56.5,0,1.27,0.73,66.9,0.18,0
114,10,10,859,0,0.63,58.1,65.5,0.11,0.84,1.89,72.1,0.32,0
115,6,0,49,0,0,16,24,0,0,0,30,0,0
116,2,0,32,0,2.5,2.5,2.5,0,0,0,15,0,0
117,2,0,107,0,0,24.2,35,0,0,0,35.8,0,0
118,19,11,1094,2,1.07,21.1,29,0,0.66,0.82,42.4,0.16,0
119,20,12,1027,1,1.67,16.2,22.1,0.09,0.26,0.44,32.2,0,0
120,18,7,767,1,1.53,34.2,43.2,0,0.35,0.71,53.8,0.35,0
121,14,14,1189,8,1.59,19.5,27.6,0,0.15,0.61,36.3,0.3,0
122,20,20,1728,4,1.04,38.3,51.6,0.1,0.73,2.08,60.7,0.21,0
123,14,14,1215,0,0,32.1,37.5,0,0,0.59,40.4,0,0
124,1,0,15,0,0,0,25,0,0,0,35,0,0
125,20,10,815,1,2.09,33.6,42.2,0,0.77,0.99,54.8,0.11,0
126,16,6,663,3,3.24,13.4,18.6,0.14,0,0.41,32.4,0.14,0
127,8,3,299,0,0.91,24.2,37.3,0,0.3,2.42,50,0,0
128,11,8,637,1,2.68,14.1,19.9,0,0.42,0.14,30.7,0,0
129,13,7,727,0,1.73,44.2,53.7,0,1.6,1.36,68.4,0.12,0
130,5,5,450,0,0,24.2,36.2,0,0,1.2,38.6,0,0
131,15,5,500,2,3.75,39.8,48.9,0.54,0.36,0.36,58.9,0.18,0
132,16,6,592,0,1.36,21.4,33.5,0,1.52,0.91,44.2,0.45,0
133,4,0,60,0,2.86,22.9,38.6,0,2.86,0,51.4,0,0
134,12,2,295,0,1.82,59.4,68.5,0,0.3,0.91,77,0.61,0
135,20,18,1662,9,2.27,29,37.5,0.16,0.27,0.65,45.4,0.22,0
136,6,2,194,0,1.36,40.5,49.1,0.45,0.91,1.36,63.6,0.91,0
137,13,7,637,1,1.27,47,58.3,0,1.55,1.55,73,0.14,0
138,11,4,433,1,2.08,12.7,17.9,0,0.42,0.83,25.8,0.21,0
139,1,0,9,0,10,30,30,0,0,0,40,0,0
140,21,21,1890,0,0,23.9,36.3,0,0,0.24,39,0.05,0
141,20,18,1626,1,0.33,37.6,52.2,0.11,0.39,1.71,58.3,0.06,0
142,3,1,77,0,2.22,28.9,47.8,0,0,1.11,56.7,1.11,0
143,1,1,71,0,0,26.3,37.5,0,0,3.75,42.5,0,0
144,14,12,1082,1,0.5,33.6,49.3,0,1.5,3.83,64.2,0.17,0
145,19,15,1191,2,1.52,31.5,41.7,0.15,0.91,0.91,50,0,0
146,18,16,1161,7,3.1,15.3,27.3,0.16,0.47,0.7,38.4,0.39,0.08
147,14,12,1102,1,0.16,32.1,37.5,0,0.82,4.1,45.2,0.08,0.08
148,16,9,730,4,2.35,11.1,15.3,0,0.12,1.23,29.4,0,0
149,10,1,295,0,1.52,24.5,40.9,0,1.52,1.82,59.1,0,0
150,2,0,29,0,0,6.67,6.67,0,0,3.33,13.3,0,0
151,22,18,1497,1,0.78,21.4,28.1,0.06,0.48,1.33,43.3,0.06,0
152,10,5,545,0,0.16,47.2,54.4,0,0.82,4.26,63.1,0.16,0
153,14,7,704,0,0.9,33.1,49.2,0.13,1.54,2.18,62.8,0.13,0
154,1,0,1,0,0,0,0,0,0,0,0,0,0
155,10,2,311,0,3.43,14.6,24.9,0,0.29,0.57,36.6,0.29,0
156,18,10,1023,0,0.44,54.6,67.7,0,1.23,3.6,78.6,0.26,0
157,1,0,1,0,0,0,0,0,0,0,0,0,0
158,17,12,995,0,0.63,25.5,30.7,0,0.63,1.53,40.9,0.36,0
159,18,17,1575,1,0.29,38.6,45.5,0,0.74,2.86,52.8,0.17,0
160,6,5,448,0,0.2,68.8,76.8,0,1.2,3.4,85.6,0,0
161,1,1,90,0,2,52,59,1,1,3,67,1,0
162,20,20,1800,0,0,20.3,28.3,0,0,0.55,31.6,0.1,0
163,4,4,360,0,1,81.5,89,0,1,5.5,99.5,0.25,0
164,11,9,839,2,0.54,43.3,50.3,0,1.83,4.3,61.1,0.32,0
165,18,10,1039,4,2.96,26.3,34,0.09,0.35,0.96,45.6,0.87,0.09
166,2,1,96,0,1.82,29.1,43.6,0,0,1.82,56.4,0,0
167,20,17,1317,4,2.4,16,25.8,0.14,0.21,0.41,38.5,0.27,0
168,7,3,351,0,0.51,36.2,43.1,0,2.31,2.31,55.6,0.26,0
169,2,1,126,0,0,37.1,40,0,1.43,2.86,50,0,0
170,7,0,51,0,0,45,53.3,0,1.67,5,70,0,0
171,5,2,194,1,0.91,37.7,47.3,0,1.82,0.91,60,0.45,0
172,19,8,941,1,2,24.8,33.1,0.1,0.67,0.38,43.5,0.1,0
173,1,0,24,0,6.67,16.7,23.3,0,0,0,30,0,0
174,3,0,59,0,0,27.1,32.9,1.43,0,0,47.1,0,0
175,17,11,968,2,0.93,43.5,55,0.09,0.65,1.11,63,0.37,0.09
176,20,19,1730,5,1.09,43.3,55.1,0.05,0.78,2.14,67.3,0.21,0
177,13,11,769,4,1.41,30.5,36.7,0,0.12,0.24,45.8,0,0
178,18,15,1210,0,0.45,59.3,65.4,0.3,0.52,0.75,75.5,0.15,0
179,18,16,1319,0,0.27,33.9,40.7,0,1.02,1.56,49.7,0.07,0
180,9,3,269,0,2,53.3,63.7,0,0.33,0.67,82.3,0.67,0.33
181,1,0,45,0,0,56,74,0,2,2,80,0,0
182,23,20,1765,0,0.15,47.4,55.6,0.05,1.99,3.06,65.8,0.2,0
183,20,20,1793,0,0.25,43.3,56.1,0,0.75,2.31,63.2,0.15,0
184,3,2,196,1,0.45,46.8,53.6,0,0.45,0.45,66.4,0,0
185,21,18,1591,14,3.33,10.5,16.1,0.06,0.06,0.62,28.6,0.17,0
186,9,4,555,0,0,35.2,43.5,0,1.29,1.77,52.3,0.32,0
187,18,16,1454,4,2.47,36,45.9,0.19,0.8,0.31,59,0.19,0
188,14,6,593,1,3.03,13.5,19.1,0.3,0,0.91,31.4,0,0
189,22,11,1051,1,1.79,14,22.4,0.09,0.26,0.17,38.4,0.26,0
190,22,18,1506,2,1.08,30.8,41.9,0,0.54,1.56,53.4,0.24,0
191,16,13,949,3,2.95,20.9,30.2,0.1,1.43,0.48,43.9,0.48,0
192,12,4,431,0,0.42,32.1,38.8,0,1.04,1.46,48.1,0.21,0
193,1,0,25,0,0,36.7,46.7,0,0,0,53.3,0,0
194,17,11,999,1,1.44,29.3,36.3,0,0.27,0.72,45.4,0.18,0
195,7,3,316,0,0.57,38,45.1,0.29,2.29,0.29,52,0,0
196,12,3,336,1,2.7,19.2,26.8,0.27,1.08,1.35,43,0,0
197,20,16,1498,0,0.18,42,53.3,0,1.87,1.63,65.3,0.24,0
198,11,3,330,0,1.08,37.8,45.4,0,2.97,1.35,57.3,0,0
199,20,19,1609,5,0.95,42.2,52.3,0.28,0.39,0.34,61.5,0.22,0
200,10,4,387,1,0.93,27.2,40.7,0.23,0.47,0.23,53.7,0,0
201,15,6,615,3,3.24,33.4,42.8,0.15,0.59,0.74,52.4,0.15,0
202,11,2,307,0,2.35,25.6,37.1,0.29,0.88,1.18,51.8,0,0
203,20,20,1696,8,2.5,18.4,25.9,0.05,0.27,0.32,38.6,0.05,0
204,18,12,1083,0,1.33,16.8,25,0.17,1.75,1.33,37,0.25,0
205,7,2,191,1,0.95,24.3,31.9,0,0.95,0.95,50,0.95,0
206,7,3,343,0,1.05,31.3,43.9,0.26,0.79,0,55,0,0
207,5,3,269,0,1.67,52,61.3,0,1.33,0.67,74.3,0.33,0
208,15,10,763,2,3.29,23.4,34.5,0.12,0,0.24,46.7,0.12,0
209,22,22,1980,3,0.55,29,39.5,0,1.18,5.18,50,0.18,0
210,14,4,373,0,1.46,37.8,52,0,1.22,1.46,63.9,0.24,0
211,2,1,113,0,3.08,30,40,0,0.77,0,55.4,0,0
212,17,15,1267,0,0.71,58.3,69.9,0.14,1.21,1.99,77.7,0.14,0
213,13,12,946,2,1.9,26.8,44.7,0.19,0.67,0.86,56.3,0.38,0
214,13,8,660,0,0.27,23.7,29.6,0,0.68,2.47,39.9,0.68,0
215,15,12,1040,0,0.69,25.4,35.6,0,1.64,3.88,47.2,0.52,0
216,20,20,1800,0,0,35,43.5,0,0,0.45,45.8,0,0
217,4,4,314,0,1.14,44.9,54.9,0,0.29,1.14,63.4,0.29,0
218,7,2,278,0,0.97,33.9,41.9,0,0.65,3.55,53.2,0,0
219,20,20,1600,5,2.53,23.6,34.4,0.17,0.73,0.62,48.8,0.22,0
220,22,16,1266,1,1.06,18.4,30.6,0.07,1.13,0.64,43.3,0.21,0
221,1,1,54,0,0,48.3,76.7,0,1.67,3.33,98.3,0,0
222,1,0,9,0,0,10,10,0,0,0,40,0,0
223,22,22,1980,0,0,22.2,36.6,0,0.05,0.86,39.1,0,0
224,4,0,60,0,5.71,30,54.3,0,0,0,74.3,1.43,0
225,5,4,310,2,2.35,12.6,20.6,0,1.18,0.29,36.2,0,0
226,15,15,1322,1,0.61,40.6,51.8,0.07,0.68,2.11,61.2,0.41,0
227,4,0,21,0,0,35,55,0,5,5,70,0,0
228,1,0,10,0,0,50,50,0,0,0,80,0,0
229,20,20,1454,7,2.1,12,20.9,0.25,0.06,0.12,29.1,0.06,0
230,4,4,339,0,1.32,34.7,42.6,0,3.42,3.68,56.1,0,0
231,3,1,100,0,0,54.5,60,0,1.82,4.55,71.8,0,0
232,7,2,167,0,1.05,24.2,32.1,0,0.53,0.53,37.9,0,0
233,1,1,90,0,0,21,30,0,0,1,33,0,0
234,3,1,65,0,0,20,27.1,0,1.43,0,41.4,0,0
235,20,7,758,4,1.43,18,29.6,0.12,0.48,1.55,41.4,0.12,0
236,8,3,276,0,0.97,45.5,56.1,0,2.26,0.32,68.4,0.32,0
237,14,7,643,1,1.27,22.1,32.4,0.14,0.99,0.99,43.4,0,0
238,12,10,780,5,2.18,25.9,35.9,0.34,0.23,0.46,49.4,0,0
239,6,4,356,0,2.25,28.5,39.5,0.5,0.25,0.25,53,0.75,0
240,22,16,1492,1,0.42,36.1,43.2,0,1.75,0.72,53.7,0.06,0
241,16,12,1140,0,0.24,38.1,49.1,0,2.13,4.33,60.4,0.39,0
242,13,13,1026,0,0.88,30.2,40,0.09,2.37,5.18,54,0.09,0
243,10,0,159,0,1.11,47.8,63.9,0,1.67,2.78,79.4,0,0
244,6,1,82,0,0,37.8,56.7,0,0,0,66.7,0,0
245,19,19,1589,1,1.19,37.6,49.9,0.28,1.19,0.96,62.8,0.17,0
246,3,1,143,0,0,48.1,60,0,1.88,1.25,66.9,0,0
247,19,19,1690,4,2.07,44.1,54.6,0.21,1.28,1.06,71.2,0.27,0
248,1,0,8,0,0,60,60,0,0,0,60,0,0
249,18,2,406,0,1.78,15.1,22.2,0,0.44,0.44,34.4,0,0
250,20,18,1614,0,0.89,54.6,60.8,0.06,1.12,1.06,68.5,0.17,0
251,7,6,466,3,2.88,25.6,32.1,0.19,0.38,0,47.3,0.19,0
252,1,0,4,0,0,2,2,0,0,0,4,0,0
253,19,16,1135,14,2.46,20.7,27.1,0.24,0.24,0,35.8,0.08,0
254,2,1,93,0,0,91,105,0,1,1,112,0,0
255,3,2,185,0,1.9,24.3,31,0,0.48,1.9,40.5,0,0
256,19,16,1413,1,0.45,55.2,64.1,0.06,1.15,0.64,74.6,0.32,0
257,20,12,1193,3,2.86,27.8,34.6,0.08,0.45,0.68,47.4,0,0
258,18,18,1608,5,1.4,40.3,52.7,0,1.17,3.74,66.1,0.17,0
259,18,17,1518,2,1.18,54.7,67.8,0.18,1.72,1.07,79.1,0.06,0
260,18,17,1500,5,0.9,44.1,52.6,0.12,1.2,1.32,64,0.48,0
261,12,12,1046,9,4.05,40.8,47.8,0.26,0.09,0.17,57.3,0.09,0
262,13,10,914,4,4.31,29.5,43.4,0.29,0.88,0.88,56.1,0.39,0
263,12,11,946,0,1.24,47,57.6,0.1,1.52,2.38,68.7,0.57,0.1
264,20,16,1366,3,1.97,24.1,35.5,0.07,0.26,0.33,48.8,0,0
265,15,15,1198,0,0.23,35.4,48.4,0,1.58,1.88,57.1,0.08,0
266,3,0,25,0,0,56.7,66.7,0,3.33,0,76.7,0,0
267,18,5,629,0,2.43,16.1,25.9,0.14,0.57,0.86,38.4,0.14,0
268,14,14,1143,6,2.91,9.53,20.8,0.31,0,1.26,33.1,0.63,0.08
269,7,7,630,0,0,46.3,59.6,0.14,2.14,2.43,67.6,0,0
270,14,14,1260,0,0,17.6,25.2,0,0,0.29,28.1,0,0
271,17,11,994,1,0.45,53.1,57.2,0.18,0.45,1,64.5,0.09,0
272,2,2,170,0,0.53,33.2,50.5,0,0,4.21,63.7,0,0
273,2,0,23,0,0,63.3,63.3,0,0,0,66.7,0,0
274,21,13,1203,7,2.31,8.51,13.7,0.07,0.15,1.12,28.5,0.07,0
275,1,0,9,0,0,20,30,0,0,0,30,0,0
276,15,13,1243,1,0.43,29.9,38.9,0,0.72,5,49.5,0.07,0
277,3,2,112,0,1.67,38.3,45,0,0,0,53.3,0,0
278,2,0,17,0,0,75,105,0,5,0,125,0,0
279,2,0,59,0,0,40,48.6,0,4.29,1.43,65.7,0,0
280,17,16,1278,0,0.85,37.4,46.9,0,1.62,3.94,57,0.21,0.14
281,17,17,1383,2,0.65,34.8,41.4,0,0.97,6.3,53.6,0.26,0
282,15,11,935,4,2.31,13.6,19.1,0.19,0,1.63,30.6,0,0
283,3,1,91,0,1,16,20,0,0,1,29,0,0
284,21,19,1555,4,1.16,23.3,31.2,0.06,1.04,1.73,43.1,0.12,0
285,1,0,23,0,0,110,113.3,0,3.33,0,116.7,0,0
286,20,19,1622,0,0.78,51.9,72.1,0.11,0.28,1.44,79.4,0,0
287,18,10,880,0,1.22,37.1,51,0.1,1.22,1.63,62.7,0.31,0
288,14,1,268,0,2,20.3,30.3,0,1.67,0,46,0,0
289,6,3,235,0,1.92,23.1,30.4,0,0,0,46.5,0,0
290,20,8,814,0,0.56,57.1,63.4,0,1,0.78,71,0.56,0
291,11,5,461,0,1.57,19.8,27.5,0,0,0.78,33.1,0,0
292,14,12,860,2,1.35,29.2,41,0,0.83,0.42,53.1,0.52,0
293,21,21,1890,0,0,19.9,27.7,0,0,0.81,31,0.14,0
294,3,2,158,0,0,31.7,33.9,0,0.56,1.67,45.6,0,0
295,5,2,230,0,0,23.1,40,0.38,0.38,1.54,49.2,0.38,0
296,4,4,360,0,0,30,38.3,0,0,0,40,0,0
297,22,18,1667,4,3.3,29.7,37.2,0.05,0.7,0.32,51.6,0.11,0
298,13,13,1170,0,0,34.6,39.2,0,0,0.38,40.8,0,0
299,17,17,1485,2,0.3,47.8,55,0,0.97,3.33,61.7,0.12,0
300,1,1,90,0,0,21,29,0,0,2,32,0,0
301,20,13,1253,0,0.36,32.8,40.5,0,1.37,4.03,54.2,0.14,0
302,2,0,37,0,2.5,50,52.5,0,0,10,67.5,0,0
303,4,0,58,1,1.67,3.33,10,0,0,1.67,21.7,0,0
304,6,4,315,0,0,36.6,46.3,0,1.43,4.29,55.1,0,0
305,9,1,133,0,0,42,56,0,0,1.33,71.3,0.67,0
306,3,0,18,0,5,60,100,0,0,0,115,0,0
307,14,8,750,0,0.6,25.7,35.4,0,0.96,0.96,48.1,0.24,0
308,12,3,393,1,1.82,41.4,51.6,1.14,0,0,66.1,0,0
309,10,4,338,0,0.53,41.1,47.1,0,2.11,1.32,60.3,0,0
310,5,1,184,1,3,39.5,49,0,2,1,68,0.5,0
311,8,8,592,0,0.15,27.4,36.4,0.15,1.82,5.76,49.1,0.3,0
312,18,16,1335,3,2.36,36.4,43.8,0,0.95,0.27,54.5,0.2,0
313,19,10,904,2,2.8,20.7,27.6,0.1,0.3,0,39,0.1,0
314,4,0,60,0,1.43,64.3,72.9,0,0,0,85.7,1.43,0
315,14,10,808,2,2.11,15,22.7,0.22,0.22,0.22,34.3,0,0
316,7,4,416,0,0.43,46.7,54.6,0,1.3,4.57,67.2,0.22,0
317,9,6,600,1,0.3,44.6,52.4,0,1.19,3.28,60.1,0.15,0
318,20,20,1711,2,0.84,36.2,46.8,0,1.47,2.11,59.5,0.16,0.05
319,3,0,28,0,3.33,26.7,30,0,0,0,50,0,0
320,15,14,1137,0,0.16,45.4,54.1,0,1.43,4.13,63.3,0.32,0
321,18,4,492,2,2,26,35.3,0.36,0.36,0.73,48.5,0.36,0
322,15,3,335,1,1.08,14.6,23,0.27,0,0.27,31.1,0.27,0
323,20,19,1687,0,0.59,44.2,51.5,0,0.96,3.58,60.9,0.05,0
324,1,1,90,0,1,23,30,0,1,1,36,0,0
325,7,2,225,0,2.8,12.8,18.4,0,0,0.4,32.8,0,0
326,4,2,177,0,1.5,31.5,40,1.5,0,0,49.5,0,0
327,13,9,771,0,0.47,44.1,50.5,0.12,1.98,1.05,65.1,0.35,0
328,2,0,76,0,0,16.3,28.8,0,2.5,2.5,45,0,0
329,13,9,834,4,2.26,39.8,52.4,0.32,0.54,0.11,66,0.32,0.11
330,4,0,74,0,0,5,6.25,0,0,3.75,18.8,0,0
331,19,19,1665,0,0,28.5,38,0,0.05,0.43,40.4,0.11,0
332,9,0,93,0,2,47,64,0,2,3,88,0,0
333,22,21,1666,0,0.76,33.6,44.1,0.11,1.24,1.73,56.1,0.16,0
334,21,21,1699,3,1.69,43.3,58.9,0.26,0.85,0.85,67.4,0.21,0.05
335,10,1,179,0,2.5,23,29,0,0.5,2,47,1,0
336,22,22,1970,4,2.01,16.2,25.1,0.05,0.78,0.59,36.8,0.05,0
337,18,15,1217,1,2,18.4,23.5,0.15,0.59,1.7,41.6,0.22,0.07
338,1,1,72,0,1.25,11.3,15,0,2.5,0,35,0,0
339,16,10,995,0,0.36,33.5,44.7,0.09,0.54,1.62,53.2,0.36,0
340,15,3,446,3,1.8,29.8,40.2,0.4,0.6,0,52.2,0,0
341,15,15,1187,5,2.12,10.6,16.5,0.08,0.23,0.45,26.1,0.15,0.08
342,11,7,716,1,0.25,40,47.3,0,1.13,3.75,57.1,0.13,0
343,20,17,1495,6,1.33,38.9,51.4,0.24,0.6,0.12,61.4,0.06,0
344,18,6,746,1,0.72,27.1,33.4,0.12,1.08,0.6,42.9,0.48,0
345,20,19,1653,0,0.38,36.8,48.8,0,2.01,3.64,59.2,0.16,0
346,3,3,270,0,0,18.3,33,0,0.33,0,34.7,0.33,0
347,1,1,90,0,0,37,41,0,0,0,44,0,0
348,2,2,169,0,0,34.7,48.4,0,2.11,1.05,56.3,0,0
349,1,0,19,0,5,70,95,0,0,0,115,0,0
350,6,3,271,0,0.67,34.3,49.3,0.33,0.67,0.67,56,0,0
